URL;Title;Latitude;Longitude;Hote;User ID
https://www.airbnb.fr/rooms/12816620;🏡Chbre sdb privée ds maison proche villefontaine - Maisons à louer à Roche, Auvergne Rhône-Alpes, France - Airbnb;45.5901;5.1616;Maryline;RGVtYW5kVXNlcjo2OTkwOTYwMA==
https://www.airbnb.fr/rooms/29837962;Veloutiers Chambre Antartica - Maisons à louer à Soucieu-en-Jarrest, Auvergne-Rhône-Alpes, France - Airbnb;45.67415;4.69921;Marie Noel;RGVtYW5kVXNlcjoyMjA5NDgwNA==
https://www.airbnb.fr/rooms/15848357;Chambre n°1  chez particulier - Maisons à louer à Saint-Maurice-de-Gourdans, Auvergne-Rhône-Alpes, France - Airbnb;45.82777;5.19455;Dorothée;RGVtYW5kVXNlcjoxMDI2NzMxNTk=
https://www.airbnb.fr/rooms/23539714;Au 130 ! Vous & moi - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7362;4.8793;Benjamin;RGVtYW5kVXNlcjo0MzM0ODg3MA==
https://www.airbnb.fr/rooms/1010907774302751061;studio au calme avec jardin - Appartements à louer à Saint-Priest, Auvergne-Rhône-Alpes, France - Airbnb;45.6852;4.9332;Florence Et Marcel;RGVtYW5kVXNlcjo2MzM2Mjc0OA==
https://www.airbnb.fr/rooms/50226470;Trévoux :  Dombes, Beaujolais, Lyon à 30 km - Appartements à louer à Trévoux, Auvergne-Rhône-Alpes, France - Airbnb;45.93623;4.78566;Patrice;RGVtYW5kVXNlcjoxODQyMzc4ODQ=
https://www.airbnb.fr/rooms/1000732814887510969;Chambre uniquement pour femme - Appartements à louer à Villeurbanne, Auvergne-Rhône-Alpes, France - Airbnb;45.77304349540422;4.866933322173017;Rama;RGVtYW5kVXNlcjo1MzcyMjg3NjY=
https://www.airbnb.fr/rooms/1092884199194221085;Chambre pour  femme - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.745820504353624;4.850551776025006;Sabah;RGVtYW5kVXNlcjozMDUzMDY2MTA=
https://www.airbnb.fr/rooms/38144286;chambre privée 1 chez particulier/CNPE Bugey - Maisons à louer à Saint-Maurice-de-Gourdans, Auvergne-Rhône-Alpes, France - Airbnb;45.8144;5.1525;Chantal;RGVtYW5kVXNlcjoxNDY2NjIwNg==
https://www.airbnb.fr/rooms/45253401;CHAMBRE PRIVÉE dans VILLA  à 20 minutes de Lyon - Villas à louer à Charly, Auvergne-Rhône-Alpes, France - Airbnb;45.64428;4.79159;Marilyn;RGVtYW5kVXNlcjozNjQ5OTE1MjM=
